AlumniID,FirstName,LastName,Email,Gender,Country,City,Department,GraduationYear,EmploymentStatus,Occupation,DonationAmount,EventParticipationCount,Mentorship,Feedback,LastEngagementDate
ALU0173,Cynthia,Mcdaniel,jose.harrington@company.com,Female,Australia,Austintown,Education,2023,Unemployed,Academic Advisor,0,10,Yes,5,12/7/2024
ALU0174,Andrea,Barrett,luis.moran@company.com,Male,United States,Patriciamouth,Business,2022,Unemployed,Marketing Specialist,0,6,No,5,10/19/2024
ALU0175,Tanya,Lopez,victoria.knox@outlook.com,Female,United Kingdom,East Stacey,Arts,2025,Unemployed,Art Coordinator,3623,4,No,1,4/11/2025
ALU0176,Ashley,Johnson,heather.jackson@gmail.com,Female,United Kingdom,Skinnermouth,Computer Science,2020,Unemployed,Software Engineer,0,2,Yes,1,4/8/2025
ALU0177,Ryan,Lucero,james.martin@company.com,Female,Australia,West Michael,Arts,2021,Unemployed,Multimedia Specialist,0,6,Yes,3,5/29/2024
ALU0178,Amanda,Ray,christopher.dawson@gmail.com,Female,Ghana,Port Ashleyville,Business,2023,Self-Employed,HR Coordinator,0,6,Yes,5,9/5/2025
ALU0179,Lindsay,Johnston,matthew.davidson@yahoo.com,Male,Australia,Jessicafurt,Arts,2022,Unemployed,Art Coordinator,0,7,No,5,6/6/2025
ALU0180,Daniel,Petersen,thomas.anderson@company.com,Male,United States,Morganfurt,Engineering,2020,Employed,Civil Engineer,0,4,Yes,1,10/28/2024
ALU0181,Carrie,Martinez,jessica.bradford@yahoo.com,Female,Ghana,West Nicholas,Education,2022,Unemployed,Academic Advisor,0,1,No,1,10/21/2025
ALU0182,Brandy,Shepard,albert.rogers@yahoo.com,Male,Canada,Carrside,Computer Science,2024,Student,IT Support Specialist,0,5,No,2,1/21/2024
ALU0183,Alicia,Shea,kimberly.romero@company.com,Male,Canada,Lake Christopherside,Nursing,2023,Self-Employed,Clinical Assistant,0,3,Yes,1,4/13/2024
ALU0184,Stephen,Mckinney,christine.hayden@yahoo.com,Male,Australia,New Kathleen,Engineering,2024,Employed,Automation Engineer,0,3,No,4,5/1/2025
ALU0185,Andrea,Wells,andrew.pearson@yahoo.com,Male,Australia,East Andrestad,Arts,2020,Student,Multimedia Specialist,0,8,Yes,5,11/25/2024
ALU0186,Jessica,Mclaughlin,caleb.ray@gmail.com,Male,United States,South Meganfurt,Business,2023,Self-Employed,HR Coordinator,0,0,No,1,4/5/2025
ALU0187,William,Neal,robert.pearson@gmail.com,Female,Ghana,Jeromeview,Computer Science,2020,Student,Software Engineer,0,5,No,2,4/11/2025
ALU0188,Kyle,Smith,ryan.jackson@gmail.com,Male,United States,South Dennisshire,Business,2020,Student,Business Analyst,0,10,Yes,3,12/25/2023
ALU0189,Julia,Robles,jose.caldwell@gmail.com,Female,Ghana,Robertborough,Education,2021,Employed,Academic Advisor,4660.21,5,Yes,5,1/6/2025
ALU0190,Phillip,Scott,kenneth.little@company.com,Female,Australia,Bethborough,Arts,2024,Student,Art Coordinator,0,3,Yes,1,7/30/2024
ALU0191,Tony,Fernandez,shannon.hansen@outlook.com,Female,United Kingdom,Rogertown,Education,2022,Employed,Academic Advisor,0,5,Yes,3,6/6/2025
ALU0192,Sharon,Ramirez,amanda.maldonado@yahoo.com,Female,Australia,Garciamouth,Business,2024,Self-Employed,Business Analyst,4021.15,8,Yes,4,6/2/2025
ALU0193,Holly,Webster,jeffrey.lewis@gmail.com,Female,United States,Grahamfurt,Business,2020,Self-Employed,HR Coordinator,0,8,Yes,4,3/20/2025
ALU0194,Kathy,Hicks,kristy.taylor@yahoo.com,Female,Canada,New Erik,Nursing,2022,Employed,Registered Nurse,0,2,No,1,2/4/2024
ALU0195,Monica,Lucas,james.walters@yahoo.com,Male,Ghana,Reidhaven,Arts,2025,Employed,Graphic Designer,2135.65,3,No,5,4/17/2025
ALU0196,Kristina,Fleming,rachel.lucas@company.com,Male,Canada,Shawnchester,Engineering,2025,Self-Employed,Mechanical Engineer,0,0,Yes,1,6/27/2024
ALU0197,John,Rios,connie.dickson@company.com,Female,Canada,South Bobbymouth,Arts,2023,Employed,Multimedia Specialist,0,3,Yes,3,8/19/2024
ALU0198,Frank,Arnold,larry.dunn@company.com,Male,Canada,North Briana,Education,2022,Self-Employed,Curriculum Developer,2656.8,3,No,4,5/26/2025
ALU0199,John,Gonzalez,billy.carrillo@outlook.com,Male,Australia,Leslieshire,Business,2020,Self-Employed,Marketing Specialist,0,2,Yes,3,6/19/2025
ALU0200,Nicholas,Marks,rebecca.acevedo@yahoo.com,Male,United Kingdom,Lake Brian,Business,2023,Unemployed,Marketing Specialist,0,4,No,2,10/15/2025
ALU0201,Hunter,Reynolds,karen.richardson@gmail.com,Female,Ghana,Osbornebury,Computer Science,2023,Employed,Data Analyst,2203.54,3,Yes,5,5/17/2025
ALU0202,Robert,Padilla,ryan.rodriguez@company.com,Male,Australia,Wangberg,Computer Science,2024,Employed,Data Analyst,0,5,Yes,2,8/10/2025
ALU0203,Sara,Velasquez,edward.riley@gmail.com,Male,Ghana,Bookerchester,Computer Science,2025,Self-Employed,IT Support Specialist,0,0,Yes,1,11/29/2024
ALU0204,Brian,Marsh,jacqueline.thompson@yahoo.com,Male,United States,Kendrafurt,Computer Science,2024,Student,Software Engineer,0,2,No,1,4/24/2024
ALU0205,Kristin,Olson,michael.martin@outlook.com,Male,Ghana,North Rhondaborough,Nursing,2023,Self-Employed,Clinical Assistant,0,9,Yes,4,11/3/2024
ALU0206,Jill,Gilmore,chelsea.roberts@company.com,Female,Canada,North Ryanborough,Engineering,2023,Self-Employed,Automation Engineer,0,10,No,5,7/16/2025
ALU0207,Cameron,Lyons,ashley.mckinney@gmail.com,Male,Australia,Lambbury,Nursing,2025,Self-Employed,Clinical Assistant,0,9,Yes,4,3/12/2024
ALU0208,Wayne,Smith,zoe.rivera@yahoo.com,Male,Ghana,North Christopher,Business,2021,Employed,Marketing Specialist,90.5,7,No,2,3/25/2025
ALU0209,Sandra,Trujillo,brandon.brown@yahoo.com,Female,Ghana,Stephensburgh,Business,2025,Self-Employed,Marketing Specialist,3242.23,4,Yes,5,5/22/2025
ALU0210,Richard,Reeves,martha.gregory@outlook.com,Female,Ghana,Garciashire,Education,2023,Self-Employed,Academic Advisor,171.31,7,Yes,5,7/2/2024
ALU0211,Nancy,Hall,abigail.camacho@yahoo.com,Female,Australia,South Robertport,Arts,2021,Student,Graphic Designer,0,0,Yes,1,1/26/2024
ALU0212,Jose,Morton,jennifer.goodwin@yahoo.com,Female,Ghana,Simpsonchester,Engineering,2021,Unemployed,Civil Engineer,984.61,6,Yes,2,11/26/2024
ALU0213,Tracy,Wall,michael.george@yahoo.com,Female,United Kingdom,Lake Lesliefurt,Computer Science,2022,Self-Employed,Data Analyst,0,3,Yes,1,1/16/2024
ALU0214,Michael,Anderson,daniel.colon@company.com,Male,Australia,Bradleyburgh,Computer Science,2025,Self-Employed,IT Support Specialist,0,8,No,2,1/10/2024
ALU0215,Rita,Johnson,megan.anderson@gmail.com,Male,United States,Acostamouth,Engineering,2024,Student,Civil Engineer,0,5,Yes,1,12/1/2023
ALU0216,Jeffery,Barton,darlene.jackson@company.com,Male,Ghana,Stephaniestad,Education,2024,Self-Employed,Curriculum Developer,0,2,No,1,3/21/2025
ALU0217,Sara,Henson,stephen.manning@yahoo.com,Female,United States,Lake Harrystad,Education,2021,Unemployed,Teacher,0,5,No,5,4/22/2025
ALU0218,Megan,Garcia,kayla.morgan@yahoo.com,Male,United Kingdom,Port Tammymouth,Engineering,2020,Student,Civil Engineer,0,9,No,3,12/4/2024
ALU0219,Rebecca,Mahoney,julie.grant@gmail.com,Female,United Kingdom,Jerryland,Arts,2022,Self-Employed,Art Coordinator,361.06,2,Yes,4,3/28/2025
ALU0220,Monica,Brown,justin.davis@yahoo.com,Female,Australia,North Alexchester,Engineering,2024,Employed,Civil Engineer,4214.56,10,Yes,1,11/27/2023
ALU0221,Steven,Johnson,michael.gibbs@gmail.com,Male,United Kingdom,Nathanland,Business,2023,Employed,Business Analyst,4102.74,9,No,4,1/21/2025
ALU0222,Timothy,Hayes,diana.brady@yahoo.com,Female,United States,South Robertbury,Arts,2022,Unemployed,Art Coordinator,0,6,Yes,3,11/12/2024
ALU0223,Nathaniel,Nunez,david.gonzalez@gmail.com,Male,Canada,Lake Eugenehaven,Nursing,2020,Employed,Clinical Assistant,2200.58,0,No,2,8/29/2024
ALU0224,Lauren,Daugherty,valerie.douglas@yahoo.com,Male,Ghana,South Courtneyborough,Nursing,2023,Self-Employed,Clinical Assistant,261.1,8,Yes,1,5/26/2024
ALU0225,Diana,Rodriguez,melinda.jones@company.com,Female,United Kingdom,Harpertown,Arts,2022,Employed,Graphic Designer,4882.14,1,No,3,8/3/2025
ALU0226,Sharon,Gill,michael.johnson@yahoo.com,Female,Australia,Adamsfurt,Arts,2020,Employed,Multimedia Specialist,0,6,No,5,3/23/2025
ALU0227,Jesus,Hall,jay.joyce@company.com,Male,Canada,Kevinton,Engineering,2020,Self-Employed,Automation Engineer,0,7,No,4,6/7/2025
ALU0228,Christopher,Russell,gabrielle.ashley@outlook.com,Male,Australia,New Charles,Engineering,2024,Student,Civil Engineer,1638.91,3,Yes,1,4/11/2025
ALU0229,Jeremy,Hall,richard.esparza@company.com,Female,Ghana,North Joshua,Arts,2020,Employed,Multimedia Specialist,2047.3,7,Yes,2,10/18/2025
ALU0230,Kathryn,Moore,john.gonzalez@outlook.com,Male,Australia,Craigmouth,Engineering,2020,Employed,Automation Engineer,3818.85,6,Yes,3,4/8/2025
ALU0231,Sabrina,Jackson,mark.colon@company.com,Female,United Kingdom,Lake Jennifer,Nursing,2021,Self-Employed,Clinical Assistant,0,1,No,5,8/3/2025
ALU0232,Stephanie,Villa,beth.knight@gmail.com,Male,United Kingdom,New Alexandriachester,Engineering,2020,Employed,Civil Engineer,0,9,Yes,2,2/23/2024
ALU0233,Eric,Schmidt,richard.snyder@yahoo.com,Male,United States,West Mitchell,Education,2021,Employed,Curriculum Developer,0,1,No,3,5/9/2025
ALU0234,Andrew,Owens,adam.rogers@outlook.com,Female,Canada,South Lindseyton,Education,2025,Employed,Curriculum Developer,0,8,Yes,4,6/24/2025
ALU0235,Alexander,Mason,tammy.warren@outlook.com,Male,United Kingdom,Danielview,Business,2021,Employed,HR Coordinator,0,3,No,4,11/19/2024
ALU0236,Jose,West,michael.harper@company.com,Male,United Kingdom,North Amy,Nursing,2022,Student,Nurse Practitioner,3460.01,0,Yes,3,4/26/2025
ALU0237,Nicole,Hubbard,daniel.cole@yahoo.com,Male,Ghana,Port Scottfurt,Business,2021,Unemployed,Marketing Specialist,0,3,Yes,1,2/26/2024
ALU0238,Megan,Miller,lisa.bailey@gmail.com,Female,United Kingdom,Brownmouth,Arts,2025,Employed,Graphic Designer,0,8,No,4,11/10/2023
ALU0239,Gina,Allen,cheryl.harris@gmail.com,Female,Australia,Joshuafort,Nursing,2023,Employed,Clinical Assistant,0,5,Yes,2,4/21/2025
ALU0240,Aaron,Vaughn,curtis.montgomery@outlook.com,Male,United Kingdom,Port Steventon,Nursing,2022,Student,Nurse Practitioner,0,3,Yes,4,4/19/2025
ALU0241,Justin,Choi,anthony.daniels@outlook.com,Male,Canada,West Chelsea,Arts,2022,Unemployed,Graphic Designer,0,3,Yes,3,9/27/2025
ALU0242,Johnathan,Thomas,scott.wood@yahoo.com,Male,Ghana,West Rebecca,Engineering,2025,Employed,Mechanical Engineer,0,8,Yes,5,11/1/2024
ALU0243,Ian,Herrera,benjamin.pitts@outlook.com,Female,United States,Patrickview,Computer Science,2024,Self-Employed,Software Engineer,0,5,Yes,5,2/16/2024
ALU0244,Frank,Schmidt,courtney.davis@outlook.com,Female,Ghana,Port Michaelburgh,Education,2021,Student,Teacher,0,0,Yes,5,8/23/2025
ALU0245,Charles,Solis,jason.adams@yahoo.com,Female,United States,Dunnborough,Education,2020,Student,Academic Advisor,0,0,Yes,3,7/24/2025
ALU0246,Ashley,Williams,sara.shaffer@yahoo.com,Female,Australia,New Maria,Education,2020,Self-Employed,Teacher,0,0,Yes,2,9/20/2024
ALU0247,James,Cantrell,jason.clark@yahoo.com,Male,Ghana,Bruceview,Arts,2024,Unemployed,Art Coordinator,0,5,Yes,1,3/31/2024
ALU0248,Samantha,Norton,justin.garcia@yahoo.com,Male,United States,Port Jennifer,Nursing,2023,Student,Registered Nurse,0,4,Yes,3,9/8/2024
ALU0249,Sarah,Downs,shawn.williams@outlook.com,Male,United States,West Briantown,Engineering,2022,Employed,Mechanical Engineer,0,8,No,1,12/3/2023
ALU0250,Janet,Williams,sarah.gilmore@outlook.com,Male,Ghana,Wilsonburgh,Nursing,2022,Employed,Nurse Practitioner,0,4,Yes,2,3/12/2024
ALU0251,Robert,Soto,austin.hill@gmail.com,Female,Australia,Huffmanborough,Business,2025,Unemployed,Marketing Specialist,0,6,Yes,1,6/1/2024
ALU0252,Abigail,Perry,monique.bright@company.com,Male,Ghana,Brownberg,Engineering,2021,Unemployed,Automation Engineer,0,3,No,1,2/7/2025
ALU0253,Justin,Hall,nicole.williams@yahoo.com,Male,Canada,Port Benjamin,Nursing,2021,Unemployed,Registered Nurse,0,6,Yes,5,2/20/2025
ALU0254,Hannah,Woodard,john.anderson@company.com,Female,Australia,Justinside,Education,2022,Self-Employed,Teacher,0,2,No,2,6/7/2025
ALU0255,Keith,Suarez,erica.schultz@company.com,Female,Australia,East Annebury,Education,2022,Student,Curriculum Developer,0,5,No,1,12/8/2023
ALU0256,Nicole,Cook,daniel.thomas@yahoo.com,Male,United States,Allenchester,Arts,2023,Unemployed,Graphic Designer,0,2,Yes,2,3/18/2024
ALU0257,Diane,Curry,kimberly.lopez@company.com,Male,United States,South Hannah,Business,2024,Employed,HR Coordinator,356.16,10,No,4,2/25/2024
ALU0258,Gary,Savage,todd.ruiz@company.com,Male,Ghana,Connerton,Business,2025,Unemployed,HR Coordinator,0,1,Yes,2,5/12/2024
ALU0259,James,Nguyen,peter.davidson@yahoo.com,Female,United States,Jeffreymouth,Business,2020,Student,Marketing Specialist,4579.46,9,No,2,7/16/2025
ALU0260,Russell,Bean,timothy.reynolds@company.com,Male,United Kingdom,New Joseph,Arts,2024,Employed,Multimedia Specialist,0,6,No,1,10/30/2023
ALU0261,Emily,Watson,crystal.perez@company.com,Male,United Kingdom,Victoriaville,Education,2022,Unemployed,Academic Advisor,0,10,Yes,2,5/22/2025
ALU0262,Heidi,Anderson,raymond.miller@yahoo.com,Male,Canada,South Crystalmouth,Computer Science,2021,Unemployed,IT Support Specialist,0,0,No,1,4/4/2025
ALU0263,Joseph,Mullen,jeff.duncan@yahoo.com,Female,United States,East Brett,Education,2025,Unemployed,Academic Advisor,3935.28,3,Yes,3,7/12/2024
ALU0264,William,Morgan,mark.brown@yahoo.com,Female,Canada,New Gary,Education,2023,Unemployed,Curriculum Developer,0,0,Yes,1,3/2/2025
ALU0265,Aaron,Smith,anna.moore@gmail.com,Male,Australia,Walkerbury,Nursing,2021,Student,Nurse Practitioner,0,4,No,2,4/12/2024
ALU0266,Cassie,Buckley,lauren.green@gmail.com,Male,United Kingdom,New Steven,Arts,2025,Student,Art Coordinator,0,10,Yes,5,7/27/2024
ALU0267,Jonathan,Robertson,zachary.jordan@gmail.com,Male,Canada,Jordanport,Education,2023,Student,Teacher,0,10,Yes,5,11/17/2024
ALU0268,Breanna,Mccall,monica.miller@gmail.com,Female,Australia,South Victoriaburgh,Computer Science,2020,Student,IT Support Specialist,0,8,Yes,1,1/10/2025
ALU0269,Thomas,Andrews,karen.shields@gmail.com,Female,United Kingdom,Lake Gregory,Engineering,2022,Self-Employed,Automation Engineer,0,10,Yes,5,4/7/2025
ALU0270,Christina,Davidson,henry.holmes@yahoo.com,Male,Canada,Taylorborough,Education,2022,Student,Curriculum Developer,0,6,No,3,10/8/2024
ALU0271,Alisha,Holmes,allison.cruz@outlook.com,Male,United States,Jeffreyfurt,Business,2024,Employed,Business Analyst,0,0,No,2,5/26/2024
ALU0272,Samuel,Weber,shelby.martin@yahoo.com,Female,United Kingdom,Brownton,Computer Science,2025,Employed,IT Support Specialist,0,6,Yes,2,8/25/2024
ALU0273,Jeremiah,Smith,emily.zamora@gmail.com,Female,Australia,Sarahview,Engineering,2020,Employed,Civil Engineer,65.36,1,Yes,2,3/23/2025
ALU0274,Rodney,Perry,james.barrett@gmail.com,Male,Australia,West Angelachester,Arts,2022,Self-Employed,Art Coordinator,0,8,No,2,2/28/2025
ALU0275,Jessica,Jones,heidi.ramirez@company.com,Male,United Kingdom,Lake Wandaport,Computer Science,2023,Self-Employed,Data Analyst,0,2,No,1,2/13/2025
ALU0276,Tina,Aguilar,joseph.brown@yahoo.com,Male,Canada,Stewartchester,Engineering,2020,Self-Employed,Civil Engineer,0,0,Yes,4,6/13/2025
ALU0277,Michael,Fleming,robert.reed@company.com,Female,United States,Port Nicholasmouth,Arts,2024,Self-Employed,Art Coordinator,0,0,Yes,5,11/21/2024
ALU0278,Derek,Mcclain,holly.reyes@company.com,Male,Australia,Wilkersonbury,Arts,2020,Student,Multimedia Specialist,0,10,No,2,9/25/2024
ALU0279,Eric,White,cory.brown@gmail.com,Female,United Kingdom,North Christinafort,Computer Science,2020,Student,Software Engineer,1497.19,2,Yes,5,10/17/2024
ALU0280,Mike,Taylor,jeremy.mcpherson@gmail.com,Male,United Kingdom,Wilcoxfort,Arts,2020,Self-Employed,Multimedia Specialist,0,0,No,2,9/3/2025
ALU0281,Clifford,King,kelly.sexton@gmail.com,Female,Ghana,East Melissastad,Business,2023,Employed,Business Analyst,2022.84,5,No,1,7/7/2024
ALU0282,Christopher,Brown,john.jones@gmail.com,Male,United Kingdom,Port Rebekah,Engineering,2023,Employed,Mechanical Engineer,0,2,Yes,1,9/17/2024
ALU0283,Katherine,Duncan,kaitlyn.brown@company.com,Male,Canada,East Amanda,Nursing,2025,Unemployed,Registered Nurse,0,8,Yes,2,2/19/2025
ALU0284,William,Mccoy,charles.garza@gmail.com,Female,United States,West Kathrynmouth,Education,2021,Employed,Curriculum Developer,0,4,Yes,3,9/3/2025
ALU0285,Rachel,Fields,ronald.hernandez@gmail.com,Male,Canada,West Kyle,Nursing,2024,Student,Nurse Practitioner,0,9,No,4,12/9/2024
ALU0286,Michaela,Nunez,richard.garrett@outlook.com,Female,United Kingdom,Richardsonborough,Business,2022,Student,Business Analyst,0,3,No,1,4/14/2025
ALU0287,Jessica,Thompson,nichole.wilkerson@company.com,Female,Canada,Fostertown,Computer Science,2023,Unemployed,Software Engineer,3587.39,8,Yes,4,9/14/2024
ALU0288,Christopher,Harrison,lisa.fischer@gmail.com,Male,Australia,West Angelica,Nursing,2023,Employed,Nurse Practitioner,1143.75,5,No,2,5/16/2025
ALU0289,Matthew,Hernandez,danny.turner@company.com,Male,Canada,Lake Mckenzie,Business,2022,Self-Employed,Marketing Specialist,0,6,No,3,1/21/2024
ALU0290,Timothy,Lloyd,john.fowler@gmail.com,Male,Canada,Madisonberg,Engineering,2021,Employed,Mechanical Engineer,3433.6,8,No,3,9/6/2024
ALU0291,Chase,Chavez,elizabeth.gonzales@yahoo.com,Female,United Kingdom,Patrickstad,Education,2023,Employed,Academic Advisor,3461.56,6,No,2,12/6/2023
ALU0292,Jacob,Hartman,andrew.wolf@gmail.com,Male,Ghana,West Michaelchester,Business,2023,Employed,HR Coordinator,2123.93,9,Yes,5,7/29/2024
ALU0293,David,Wilson,melissa.guzman@gmail.com,Female,United Kingdom,Andreaborough,Nursing,2021,Employed,Clinical Assistant,4129.06,6,Yes,5,4/22/2025
ALU0294,Joseph,Bennett,matthew.stark@outlook.com,Female,Canada,Lake Jonathanmouth,Business,2021,Unemployed,Business Analyst,0,6,Yes,1,3/27/2024
ALU0295,William,Richmond,shane.davis@yahoo.com,Male,United States,Josephville,Nursing,2021,Unemployed,Clinical Assistant,0,10,No,3,10/9/2025
ALU0296,Jennifer,Young,michael.hayden@gmail.com,Female,Australia,Brandiberg,Engineering,2024,Employed,Civil Engineer,109.02,3,Yes,5,1/7/2024
ALU0297,Joe,Rojas,joanna.hurst@gmail.com,Male,Australia,Port Hunter,Business,2021,Student,HR Coordinator,0,8,Yes,2,11/13/2024
ALU0298,Susan,Henson,travis.lane@gmail.com,Female,Australia,East Jacobview,Nursing,2020,Unemployed,Nurse Practitioner,2093.01,6,Yes,2,12/20/2024
ALU0299,Logan,Garcia,katherine.santiago@outlook.com,Male,Canada,East Aprilburgh,Nursing,2020,Self-Employed,Clinical Assistant,1184.51,10,No,2,7/25/2024
ALU0300,Brandon,Parker,lisa.arnold@outlook.com,Female,United States,West Traceyshire,Engineering,2024,Employed,Civil Engineer,0,7,Yes,1,10/19/2024
ALU0301,Patricia,Brown,roger.todd@yahoo.com,Female,Ghana,Port Paula,Education,2021,Unemployed,Teacher,0,8,Yes,1,2/24/2025
ALU0302,Alejandro,Ramos,deanna.meyer@outlook.com,Male,United States,Michellehaven,Computer Science,2021,Student,IT Support Specialist,0,8,No,1,12/29/2024
ALU0303,Katie,Martin,timothy.smith@yahoo.com,Female,United States,West Gregg,Business,2020,Self-Employed,HR Coordinator,0,9,Yes,1,6/16/2024
ALU0304,Lori,Singh,jessica.walker@company.com,Female,United States,Kathybury,Education,2024,Unemployed,Curriculum Developer,703.68,0,No,3,12/17/2023
ALU0305,Courtney,Mendoza,courtney.williams@yahoo.com,Female,United States,Chambersfurt,Engineering,2023,Student,Automation Engineer,0,8,No,4,6/28/2024
ALU0306,Diamond,Richardson,judy.gentry@company.com,Female,Canada,New Dawn,Computer Science,2023,Unemployed,Data Analyst,0,4,No,3,2/11/2024
ALU0307,Jennifer,Charles,allison.hill@outlook.com,Male,United Kingdom,Susanberg,Arts,2021,Employed,Graphic Designer,0,3,No,3,8/23/2025
ALU0308,Tiffany,Tucker,james.murphy@gmail.com,Female,Ghana,North Kiaraborough,Arts,2021,Employed,Graphic Designer,0,3,Yes,1,8/1/2024
ALU0309,Donna,Wood,sean.grant@outlook.com,Male,Ghana,West Eric,Computer Science,2024,Self-Employed,Data Analyst,0,3,No,4,12/31/2024
ALU0310,Jason,Bates,victoria.johnson@company.com,Male,Australia,Tuckerfort,Business,2024,Employed,Business Analyst,0,10,Yes,4,4/9/2024
ALU0311,Denise,Duncan,michael.conner@yahoo.com,Female,United States,Thomasberg,Engineering,2022,Self-Employed,Civil Engineer,0,5,Yes,1,12/22/2023
ALU0312,Richard,Harris,shari.hines@company.com,Male,Ghana,North Johnnyfurt,Computer Science,2022,Unemployed,Software Engineer,118.73,6,No,4,3/28/2024
ALU0313,Yvonne,Ellis,edward.thomas@yahoo.com,Female,Canada,Port Shirleyview,Engineering,2023,Student,Mechanical Engineer,1846.44,5,No,4,4/17/2025
ALU0314,James,Hunt,randy.ward@yahoo.com,Male,Canada,Byrdport,Arts,2021,Employed,Multimedia Specialist,0,8,No,1,7/24/2024
ALU0315,Kyle,Barnes,anthony.olson@gmail.com,Female,United States,Burnsstad,Business,2021,Unemployed,HR Coordinator,0,2,No,3,10/4/2024
